Date,Close
2016-05-06,314.5878306
2016-05-07,314.5878306
2016-05-09,321.030486
2016-05-10,317.337442
2016-05-11,315.51393
2016-05-12,314.5397972
2016-05-13,318.6431927
2016-05-14,318.6431927
2016-05-16,317.8605699
2016-05-17,316.5008429
2016-05-18,314.1708927
2016-05-19,310.7369048
2016-05-20,306.020785
2016-05-21,306.020785
2016-05-23,306.4320604
2016-05-24,307.9119396
2016-05-25,307.504593
2016-05-26,310.025835
2016-05-27,323.7156414
2016-05-28,323.7156414
2016-05-30,365.4166591
2016-05-31,370.5514585
2016-06-01,370.8544725
2016-06-02,373.850639
2016-06-03,384.846336
2016-06-04,384.846336
2016-06-06,403.195884
2016-06-07,401.4356697
2016-06-08,398.7829566
2016-06-09,400.9589172
2016-06-10,406.0938758
2016-06-11,406.0938758
2016-06-13,484.7056929
2016-06-14,486.9901143
2016-06-15,482.8304106
2016-06-16,517.8822285
2016-06-17,521.5093902
2016-06-18,521.5093902
2016-06-20,511.0520571
2016-06-21,465.6419315
2016-06-22,441.4107712
2016-06-23,407.2414626
2016-06-24,478.8937458
2016-06-25,478.8937458
2016-06-27,483.6252456
2016-06-28,486.8415198
2016-06-29,472.751892
2016-06-30,495.5767404
2016-07-01,510.166473
2016-07-02,510.627071
2016-07-04,505.0354536
2016-07-05,519.3820073
2016-07-06,522.5241924
2016-07-07,498.80282
2016-07-08,499.9367352
2016-07-09,500.1310212
2016-07-11,501.7982865
2016-07-12,497.2710019
2016-07-13,506.4580566
2016-07-14,493.9993656
2016-07-15,505.0698816
2016-07-16,505.0365696
2016-07-18,511.1412572
2016-07-19,512.6867835
2016-07-20,504.5182658
2016-07-21,501.0234804
2016-07-22,503.0548319
2016-07-23,503.0548319
2016-07-25,500.752302
2016-07-26,495.785109
2016-07-27,493.1165398
2016-07-28,498.3787292
2016-07-29,495.8029245
2016-07-30,495.69143
2016-08-01,470.9574418
2016-08-02,444.766695
2016-08-03,412.710018
2016-08-04,436.9186424
2016-08-05,438.696924
2016-08-06,438.696924
2016-08-08,452.9259764
2016-08-09,451.598994
2016-08-10,453.950042
2016-08-11,457.8429783
2016-08-12,454.660375
2016-08-13,454.660375
2016-08-15,441.8885909
2016-08-16,438.5390392
2016-08-17,440.626348
2016-08-18,435.86186
2016-08-19,438.7446797
2016-08-20,438.7446797
2016-08-22,443.505568
2016-08-23,442.44153
2016-08-24,438.482236
2016-08-25,436.209345
2016-08-26,439.3822059
2016-08-27,439.2494568
2016-08-29,438.43863
2016-08-30,440.54113
2016-08-31,437.530896
2016-09-01,431.693631
2016-09-02,431.1921841
2016-09-03,431.2208496
2016-09-05,455.384419
2016-09-06,453.24433
2016-09-07,458.808903
2016-09-08,467.781919
2016-09-09,469.846992
2016-09-10,469.7971144
2016-09-12,455.450247
2016-09-13,461.727838
2016-09-14,460.549971
2016-09-15,460.7377945
2016-09-16,468.4052835
2016-09-17,468.4052835
2016-09-19,467.917308
2016-09-20,469.091013
2016-09-21,458.388276
2016-09-22,456.114213
2016-09-23,462.2204384
2016-09-24,462.1125536
2016-09-26,466.247888
2016-09-27,465.903125
2016-09-28,464.12788
2016-09-29,466.905278
2016-09-30,466.100827
2016-10-01,466.7482733
2016-10-03,475.720309
2016-10-04,479.046876
2016-10-05,478.96912
2016-10-06,493.245962
2016-10-07,494.181447
2016-10-08,494.181447
2016-10-10,499.720113
2016-10-11,514.708944
2016-10-12,523.454385
2016-10-13,521.02976
2016-10-14,523.4288662
2016-10-15,523.3140316
2016-10-17,522.900312
2016-10-18,517.876821
2016-10-19,515.218566
2016-10-20,513.625368
2016-10-21,516.4875772
2016-10-22,515.8999846
2016-10-24,533.899365
2016-10-25,538.370363
2016-10-26,543.839593
2016-10-27,560.511952
2016-10-28,562.9603176
2016-10-29,563.0015058
2016-10-31,572.767308
2016-11-01,590.4946012
2016-11-02,590.99544
2016-11-03,581.8109
2016-11-04,559.395472
2016-11-05,559.472516
2016-11-07,569.67934
2016-11-08,571.2958
2016-11-09,584.792436
2016-11-10,570.397464
2016-11-11,567.6823704
2016-11-12,567.7682376
2016-11-14,561.677788
2016-11-15,572.131476
2016-11-16,584.362233
2016-11-17,600.208188
2016-11-18,601.7981064
2016-11-19,602.3335272
2016-11-21,588.726216
2016-11-22,597.31629
2016-11-23,597.088191
2016-11-24,592.9332611
2016-11-25,588.7136096
2016-11-26,589.0443641
2016-11-28,589.482348
2016-11-29,586.17413
2016-11-30,589.42842
2016-12-01,594.366747
2016-12-02,603.3623736
2016-12-03,603.3623736
2016-12-05,592.9853592
2016-12-06,596.71412
2016-12-07,602.770523
2016-12-08,609.482038
2016-12-09,611.5970538
2016-12-10,611.4509172
2016-12-12,611.184497
2016-12-13,614.370806
2016-12-14,619.5525836
2016-12-15,625.294614
2016-12-16,623.6425152
2016-12-17,623.5957794
2016-12-19,637.052101
2016-12-20,639.067088
2016-12-21,660.688938
2016-12-22,695.65254
2016-12-23,731.0453274
2016-12-24,731.054304
2016-12-26,733.905724
2016-12-27,747.06966
2016-12-28,780.95278
2016-12-29,788.81634
2016-12-30,772.2501952
2016-12-31,772.2501952
2017-01-02,824.760174
2017-01-03,833.3362114
2017-01-04,874.4680456
2017-01-05,843.277488
2017-01-06,758.2175694
2017-01-07,758.0964588
2017-01-09,734.590605
2017-01-10,740.911014
2017-01-11,692.980428
2017-01-12,645.0645
2017-01-13,661.4245098
2017-01-14,662.6752668
2017-01-16,687.230292
2017-01-17,706.2535993
2017-01-18,721.5015872
2017-01-19,723.9450504
2017-01-20,723.9618175
2017-01-21,723.9618175
2017-01-23,734.676429
2017-01-24,723.8857025
2017-01-25,708.3856198
2017-01-26,719.4207916
2017-01-27,730.4337504
2017-01-28,730.1587584
2017-01-30,734.392
2017-01-31,746.991492
2017-02-01,766.129694
2017-02-02,791.251968
2017-02-03,809.3052576
2017-02-04,809.123364
2017-02-06,816.8434941
2017-02-07,832.409648
2017-02-08,838.6872291
2017-02-09,817.5866196
2017-02-10,781.1979582
2017-02-11,781.0711055
2017-02-13,795.5834243
2017-02-14,805.725063
2017-02-15,808.6843154
2017-02-16,821.0595536
2017-02-17,843.5832293
2017-02-18,843.4889894
2017-02-20,846.846273
2017-02-21,881.1612573
2017-02-22,899.6234989
2017-02-23,912.3628236
2017-02-24,950.5913218
2017-02-25,950.3661699
2017-02-27,952.195433
2017-02-28,963.0899056
2017-03-01,981.89425
2017-03-02,1009.274464
2017-03-03,1035.009846
2017-03-04,1035.086216
2017-03-06,1042.146952
2017-03-07,1027.276943
2017-03-08,982.754676
2017-03-09,967.368153
2017-03-10,987.7246038
2017-03-12,987.448176
2017-03-13,1007.775834
2017-03-14,1020.418447
2017-03-15,1017.969525
2017-03-16,987.4693296
2017-03-17,912.5600858
2017-03-18,912.2320465
2017-03-20,839.197424
2017-03-21,871.394832
2017-03-22,850.994592
2017-03-23,833.595728
2017-03-24,800.549904
2017-03-25,800.4899826
2017-03-27,797.6716901
2017-03-28,840.683905
2017-03-29,832.7839566
2017-03-30,831.1592808
2017-03-31,842.2981908
2017-04-01,842.2981908
2017-04-03,908.71159
2017-04-04,919.0450994
2017-04-05,904.318587
2017-04-06,935.5767454
2017-04-07,962.0255824
2017-04-08,961.9303512
2017-04-10,974.628896
2017-04-11,973.1476881
2017-04-12,972.7419196
2017-04-13,953.67558
2017-04-14,947.5790373
2017-04-15,947.9589189
2017-04-17,950.8936752
2017-04-18,955.0428034
2017-04-19,947.558096
2017-04-20,955.3376126
2017-04-21,969.92014
2017-04-22,969.92014
2017-04-24,975.6575808
2017-04-25,986.3970384
2017-04-26,1001.45926
2017-04-27,1018.77862
2017-04-28,1024.537123
2017-04-29,1024.537123
2017-05-01,1083.086415
2017-05-02,1113.530243
2017-05-03,1142.547985
2017-05-04,1192.96803
2017-05-05,1197.24481
2017-05-06,1197.24481
2017-05-08,1242.711648
2017-05-09,1320.083019
2017-05-10,1346.396559
2017-05-11,1415.96278
2017-05-12,1373.790622
2017-05-13,1373.790622
2017-05-15,1346.355122
2017-05-16,1336.590802
2017-05-17,1384.53867
2017-05-18,1412.620001
2017-05-19,1474.158285
2017-05-20,1474.408169
2017-05-22,1643.68875
2017-05-23,1697.619249
2017-05-24,1817.342784
2017-05-25,1985.013164
2017-05-26,1871.2186
2017-05-27,1871.602115
2017-05-29,1739.637584
2017-05-30,1766.591381
2017-05-31,1743.414449
2017-06-01,1852.484527
2017-06-02,1875.00252
2017-06-03,1875.244278
2017-06-05,2008.934497
2017-06-06,2186.86027
2017-06-07,2164.070833
2017-06-08,2156.634802
2017-06-09,2206.54959
2017-06-10,2206.296516
2017-06-12,2209.542003
2017-06-13,2125.422328
2017-06-14,2086.016824
2017-06-15,1852.926714
2017-06-16,1917.933859
2017-06-17,1917.125204
2017-06-19,2002.22022
2017-06-20,2097.259869
2017-06-21,2127.201145
2017-06-22,2107.20389
2017-06-23,2127.14803
2017-06-24,2127.120973
2017-06-26,1930.427773
2017-06-27,1874.711747
2017-06-28,1953.294973
2017-06-29,1960.990983
2017-06-30,1928.537727
2017-07-01,1928.562854
2017-07-03,1943.759254
2017-07-04,2004.192171
2017-07-05,1986.659339
2017-07-06,1999.617068
2017-07-07,1973.005696
2017-07-08,1971.404148
2017-07-10,1903.812051
2017-07-11,1819.6542
2017-07-12,1813.538598
2017-07-13,1826.361549
2017-07-14,1736.588703
2017-07-15,1736.588703
2017-07-17,1571.133202
2017-07-18,1740.81544
2017-07-19,1771.212301
2017-07-20,1918.073093
2017-07-21,2093.336528
2017-07-22,2093.064493
2017-07-24,2114.586048
2017-07-25,2013.123112
2017-07-26,1905.525625
2017-07-27,1965.00157
2017-07-28,2086.703512
2017-07-29,2086.511654
2017-07-31,2101.293281
2017-08-01,2107.875078
2017-08-02,2051.716335
2017-08-03,2086.57008
2017-08-04,2168.139823
2017-08-05,2168.139823
2017-08-07,2535.6253
2017-08-08,2633.994527
2017-08-09,2571.742592
2017-08-10,2617.145682
2017-08-11,2699.055374
2017-08-12,2698.739304
2017-08-14,3219.213375
2017-08-15,3247.539891
2017-08-16,3236.972829
2017-08-17,3381.006264
2017-08-18,3283.122248
2017-08-19,3284.094674
2017-08-21,3123.009189
2017-08-22,3061.057847
2017-08-23,3240.412929
2017-08-24,3276.813366
2017-08-25,3384.654278
2017-08-26,3382.91033
2017-08-28,3333.189358
2017-08-29,3454.66552
2017-08-30,3542.616149
2017-08-31,3609.366697
2017-09-01,3705.97925
2017-09-02,3706.843383
2017-09-04,3391.237925
2017-09-05,3280.976172
2017-09-06,3483.132357
2017-09-07,3501.819904
2017-09-08,3396.825732
2017-09-09,3397.094781
2017-09-10,3213.204127
2017-09-11,3203.814062
2017-09-12,3201.46118
2017-09-13,2976.655985
2017-09-14,2705.41
2017-09-15,2513.40852
2017-09-16,2738.484731
2017-09-17,2716.752629
2017-09-18,2919.724298
2017-09-19,2931.432007
2017-09-20,2920.405571
2017-09-21,2788.149273
2017-09-22,2682.158523
2017-09-23,2628.644704
2017-09-24,2729.181972
2017-09-25,2920.080034
2017-09-26,2909.885264
2017-09-27,3105.628396
2017-09-28,3105.141339
2017-09-29,3120.168464
2017-09-30,3250.244841
2017-10-01,3279.567422
2017-10-02,3314.080359
2017-10-03,3234.290067
2017-10-04,3173.63772
2017-10-05,3315.536207
2017-10-06,3321.794815
2017-10-07,3393.487182
2017-10-08,3523.254613
2017-10-09,3685.284768
2017-10-10,3697.333985
2017-10-11,3646.875414
2017-10-12,4010.22027
2017-10-13,4182.367251
2017-10-14,4384.03828
2017-10-15,4292.821221
2017-10-16,4324.401505
2017-10-17,4223.859607
2017-10-18,4167.597919
2017-10-19,4337.336825
2017-10-20,4511.580337
2017-10-21,4556.32044
2017-10-22,4536.495849
2017-10-23,4477.944504
2017-10-24,4253.1298
2017-10-25,4272.704264
2017-10-26,4452.054656
2017-10-27,4384.733475
2017-10-28,4364.154773
2017-10-29,4683.537704
2017-10-30,4620.282144
2017-10-31,4795.061984
2017-11-01,4954.738557
2017-11-02,5398.758804
2017-11-03,5471.419752
2017-11-04,5637.384279
2017-11-05,5619.13616
2017-11-06,5406.868455
2017-11-07,5369.619405
2017-11-08,5526.607956
2017-11-09,5410.865162
2017-11-10,5004.864694
2017-11-11,4726.486465
2017-11-12,4589.337299
2017-11-13,4916.29446
2017-11-14,5006.6444
2017-11-15,5534.889318
2017-11-16,5981.432988
2017-11-17,5850.399677
2017-11-18,5866.132925
2017-11-19,6089.497741
2017-11-20,6240.42985
2017-11-21,6148.800317
2017-11-22,6160.824961
2017-11-23,6138.364725
2017-11-24,6182.265779
2017-11-25,6623.715175
2017-11-26,7189.167085
2017-11-27,7238.258684
2017-11-28,7435.244982
2017-11-29,7571.947132
2017-11-30,7152.618077
2017-12-01,8030.36846
2017-12-02,8103.783916
2017-12-03,8337.059732
2017-12-04,8511.315583
2017-12-05,8763.045707
2017-12-06,9876.907047
2017-12-07,11988.59436
2017-12-08,11892.58882
2017-12-09,11776.28241
2017-12-10,11483.3768
2017-12-11,12878.67702
2017-12-12,12945.06888
2017-12-13,12450.25318
2017-12-14,12243.56645
2017-12-15,13198.88174
2017-12-16,14423.99343
2017-12-17,13733.13501
2017-12-18,13975.12347
2017-12-19,12681.819
2017-12-20,12141.51361
2017-12-21,11661.43923
2017-12-22,11213.6268
2017-12-23,10890.34566
2017-12-24,10537.95292
2017-12-25,10444.24861
2017-12-26,11900.01506
2017-12-27,11331.58931
2017-12-28,10346.25
2017-12-29,10723.54957
2017-12-30,9627.221089
2017-12-31,10269.98926
2018-01-01,10053.89369
2018-01-02,10853.50136
2018-01-03,11163.09673
2018-01-04,11010.6773
2018-01-05,12491.33181
2018-01-06,12529.15535
2018-01-07,11811.83769
2018-01-08,10992.77041
2018-01-09,10746.81115
2018-01-10,10726.06575
2018-01-11,9948.967006
2018-01-12,9994.251985
2018-01-13,10386.20949
2018-01-14,9990.346766
2018-01-15,10079.06651
2018-01-16,7707.786001
2018-01-17,8216.614149
2018-01-18,8279.299254
2018-01-19,8171.301419
2018-01-20,8916.984924
2018-01-21,8423.765727
2018-01-22,7391.675328
2018-01-23,7844.931636
2018-01-24,7889.49646
2018-01-25,7950.268995
2018-01-26,7677.639534
2018-01-27,8093.546074
2018-01-28,8308.538865
2018-01-29,7999.821504
2018-01-30,7178.541141
2018-01-31,7057.851542
2018-02-01,6443.34108
2018-02-02,6085.36719
2018-02-03,6432.851418
2018-02-04,5846.865641
2018-02-05,5138.322242
2018-02-06,5569.157484
2018-02-07,5831.42439
2018-02-08,5875.87256
2018-02-09,6181.692119
2018-02-10,6080.608091
2018-02-11,5947.987328
2018-02-12,6378.455735
2018-02-13,6162.500584
2018-02-14,6624.875844
2018-02-15,7001.52338
2018-02-16,7186.486267
2018-02-17,7932.584494
2018-02-18,7444.626772
2018-02-19,8170.414769
2018-02-20,8355.676777
2018-02-21,7391.463807
2018-02-22,7101.724211
2018-02-23,7192.202716
2018-02-24,7137.950508
2018-02-25,6862.508433
2018-02-26,7432.5454
2018-02-27,7740.133293
2018-02-28,7664.960977
2018-03-01,7942.175091
2018-03-02,7994.012782
2018-03-03,8227.704091
2018-03-04,8314.958201
2018-03-05,8352.368562
2018-03-06,7760.412316
2018-03-07,7152.298038
2018-03-08,6760.873665
2018-03-09,6501.097254
2018-03-10,6146.739071
2018-03-11,6870.791582
2018-03-12,6478.187068
2018-03-13,6483.547771
2018-03-14,5940.563268
2018-03-15,5928.590419
2018-03-16,6115.123707
2018-03-17,5651.694205
2018-03-18,5885.480295
2018-03-19,6005.07851
2018-03-20,6367.444559
2018-03-21,6281.209433
2018-03-22,6092.453318
2018-03-23,6096.064404
2018-03-24,6029.619703
2018-03-25,5975.738732
2018-03-26,5546.596848
2018-03-27,5639.052248
2018-03-28,5616.901745
2018-03-29,5082.755804
2018-03-30,4889.78068
2018-03-31,4941.917413
2018-04-01,4944.074127
2018-04-02,4936.084937
2018-04-03,5266.686816
